HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.cid,Input.hid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
3B6F54KMR3EQA89X1659FV39ICY1SZ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:37 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:37 PDT 2020,,,3K5TEWLKGWDKOQKTTA0L610NUDIIVN,A3P04JZJNOYILR,Approved,Fri Apr 17 09:05:11 PDT 2020,Fri Apr 17 09:09:54 PDT 2020,Sat Apr 18 09:09:54 PDT 2020,Sat Apr 18 09:10:44 PDT 2020,,,283,100% (7/7),100% (7/7),100% (7/7),"""I couldn't get tickets, so I came here to feel the energy of the stadium and the power of the playoffs,"" said Louis Chacon, 31, of Jackson Heights, Queens.",I couldn't match the energy of Rudy and Scanlon.,NYT_ENG_20061020.0051_5_0,LTW_ENG_20060409.0003_37_1,"I came here to feel the energy of the stadium and the power of the playoffs,bacause ""I couldn't get tickets,said Louis Chacon, 31, of Jackson Heights, Queens.","I got the tickets,so so I didn't go there to feel the energy of the stadium and the power of the playoffs,"" said Louis Chacon, 31, of Jackson Heights, Queens","Eventhough i got the tickets,I came here to feel the energy of the stadium and the power of the playoffs,"" said Louis Chacon, 31, of Jackson Heights, Queens.",{},,
3BA7SXOG1KSWKTT5L2EJ4VLLAGKR8K,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,3SPJ0334225XNVZ4G385P1JHP97YJM,A23PQYQ6A2I076,Approved,Fri Apr 17 08:59:32 PDT 2020,Fri Apr 17 09:43:35 PDT 2020,Sat Apr 18 09:43:35 PDT 2020,Sat Apr 18 09:43:44 PDT 2020,,,2643,100% (1/1),100% (1/1),100% (1/1),"Nigeria and Rwanda have made more than 2,000 soldiers available to transform a small African Union ceasefire monitoring team already in Darfur into a genuine peacekeeping force, but Sudan has repeatedly insisted that it will only allow a few hundred foreign troops to provide protection to the observers.","The Africans are also talking about a larger commitment: Nigeria and Rwanda have each offered to send 1,000 troops, and Tanzania and Botswana may join together to form a third 1,000-strong contingent.",AFP_ENG_20040823.0676_9_0,LTW_ENG_20040808.0004_4_3,"Nigeria and Rwanda are establishing a peacekeeping force to operate in Darfur, but Sudan limits the amount of foreign troops that are allowed into the nation.",Darfur doesn't need a peacekeeping force because the situation there is peaceful.,Sudan won't let peacekeeping forces into Darfur because they worry the soldiers will cause trouble.,{},,
3BA7SXOG1KSWKTT5L2EJ4VLLAGL8R2,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:36 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:36 PDT 2020,,,3TE3O85731AOKYPAVNAJIO43KDV2RU,A3EUGO4VR2N4G1,Approved,Fri Apr 17 14:01:40 PDT 2020,Fri Apr 17 18:56:01 PDT 2020,Sat Apr 18 18:56:01 PDT 2020,Sat Apr 18 18:56:44 PDT 2020,,,17661,100% (97/97),100% (97/97),100% (46/46),"Asked whether Hu's visit has helped fix a date for the new  round of talks, Wang said as the DPRK leader had promised that he  would honour the commitment, ""it was not of particularly meaning  to talk about a date"".","Cheng also claimed that Chen's announcement of Wang as his envoy before making certain he can actually make the trip is ""immature, "" adding that the approach will not achieve a diplomatic breakthrough but will only show ""disrespect to Wang.""",XIN_ENG_20051030.0094_3_0,CNA_ENG_20051013.0029_8_0,Hu is the DPRK leader and had a visit with Wang.,Wang stated that Hu would not not honor the commitment.,A new agreement is expected to be announced soon between the two leaders.,{},,
3BAKUKE49IEE9T9KMH54PLYDWAER10,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:23 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:23 PDT 2020,,,3Z4GS9HPNWCLOG21SLT89YUBUIK77F,A3EUGO4VR2N4G1,Approved,Fri Apr 17 19:38:44 PDT 2020,Fri Apr 17 22:46:01 PDT 2020,Sat Apr 18 22:46:01 PDT 2020,Sat Apr 18 22:46:44 PDT 2020,,,11237,100% (97/97),100% (97/97),100% (46/46),"Hung Yu-chin, executive director of the KMT's Coordination Committee, said the KMT, in cooperation with the KMT legislative caucus and sub-groups, will push for President Chen Shui-bian's recall in retaliation to Chen's apparent disrespect for the majority in the Legislative Yuan as evidenced by last Friday's sudden announcement by Premier Chang Chun-hsiung that construction of Taiwan's controversial fourth nuclear power plant will be halted.","In response to Chiu's comment, New Party Legislator Hsieh Chi-ta said the Legislative Yuan will pass the relevant legislation into law as soon as possible, and added that the KMT should show its sincerity by ""speeding up the legislation process"".",CNA_ENG_20001030.0008_1_0,CNA_ENG_20000112.0014_12_0,There is an effort underway to try to recall the President.,President Chen Shui-bian had the full support of the entire legislature.,The nuclear power plant had been halted because the solar and wind power bids came in much cheaper than nucleur.,{},,
3BAKUKE49IEE9T9KMH54PLYDWAF1RB,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:36 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:36 PDT 2020,,,3XUHV3NRVL03U1UUH10N2R59HCZH5K,AKSJ3C5O3V9RB,Approved,Fri Apr 17 09:03:28 PDT 2020,Fri Apr 17 14:02:15 PDT 2020,Sat Apr 18 14:02:15 PDT 2020,Sat Apr 18 14:02:44 PDT 2020,,,17927,100% (700/700),100% (31/31),100% (25/25),The British government said Thursday it will test foreign clerics wanting to immigrate to Britain to ensure they have a basic grasp of English before they are allowed to preach here.,"All nurses trained outside the European Union must now pass an English language test if they want to work in Britain, nursing regulators said Thursday.",APW_ENG_20040722.0384_0_0,APW_ENG_20020307.0491_0_0,Religious clergy will be mandated to language screenings before obtaining authorization to immigrate to the UK.,There are barely any requirements that must be fulfilled in order for one to be able to immigrate to an European nation.,The UK is the only nation to implement language tests as a condition for immigration authorization.,{},,
3BC9H1KCYVEG7V19X0MJQ7H4VA2WY6,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:36 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:36 PDT 2020,,,3FQ5JJ512MQYMG18RMZ690LN0FKNK3,A1E77HZO63E334,Approved,Fri Apr 17 13:05:20 PDT 2020,Fri Apr 17 13:18:25 PDT 2020,Sat Apr 18 13:18:25 PDT 2020,Sat Apr 18 13:18:44 PDT 2020,,,785,100% (61/61),100% (61/61),100% (61/61),"""Some of it is just you're going to have to rely on the industry's own self- restraint,"" she said, ""and unfortunately a lot of them don't seem to be too self-restrained right now.""","While teachers have a big influence on your view of learning, don't be dependent on them to make learning interesting.",WPB_ENG_20100107.0079_12_0,NYT_ENG_20060924.0079_2_0,Industries are not too self-restrained right now.,The industry will get support and not need to rely on itself right now.,The car industry is more restrained than the house industry.,{},,
3BC9H1KCYVEG7V19X0MJQ7H4VA2YW8,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:26 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:26 PDT 2020,,,31QTRG6Q2UFT9622BGDPMX5TYA1YPE,A1E77HZO63E334,Approved,Fri Apr 17 14:00:30 PDT 2020,Fri Apr 17 15:05:13 PDT 2020,Sat Apr 18 15:05:13 PDT 2020,Sat Apr 18 15:05:44 PDT 2020,,,3883,100% (61/61),100% (61/61),100% (61/61),"""It looks cool, but it's definitely not as good as the real thing,"" she said, slightly nostalgic for a moment.","His backhand's definitely not a  weakness, but it's just not quite as strong as his forehand out  there.",NYT_ENG_20100425.0163_8_0,AFP_ENG_20050124.0314_5_2,The imitation is not as nice as the original.,It is identical to the original.,"The imitation is actually the same, but nostalgia leads to believing otherwise.",{},,
3BCRDCM0OEWNTBXM238OJ53G9T16KL,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:35 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:35 PDT 2020,,,3QJOXOW4XKTPIYOYJZ93YQJIBRXMEZ,AZC1H5Q3EDLWS,Approved,Fri Apr 17 08:59:45 PDT 2020,Fri Apr 17 13:46:14 PDT 2020,Sat Apr 18 13:46:14 PDT 2020,Sat Apr 18 13:46:44 PDT 2020,,,17189,100% (4/4),100% (4/4),100% (4/4),England's double former champions Leicester or Paris's Stade Francais will face either Welsh giants Llanelli or Irish reigning Euro champions Munster.,"Leicester won rugby union's European Cup at Twickenham here on Sunday, beating English rivals Wasps 25-9.",AFP_ENG_20070123.0754_16_1,AFP_ENG_20070520.0279_0_0,Either Welsh giants Llanelli or Irish Euro champions Munster will be the opponents of either Leicester or Stade Francais,Leicester have called off their game against Manchester city.,Welsh Giants Llanelli will be visiting  either Leicester or Stade Francais during their tie.,{},,
3BDORL6HKLFYWWJI2EUO6HH4075RCQ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:30 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:30 PDT 2020,,,382M9COHEIH8V6T7S10PP00COEAUEB,A3D2GO0IFRFN6R,Approved,Fri Apr 17 12:09:19 PDT 2020,Fri Apr 17 15:30:39 PDT 2020,Sat Apr 18 15:30:39 PDT 2020,Sat Apr 18 15:30:44 PDT 2020,,,12080,100% (5/5),100% (5/5),100% (5/5),"``Today, if that expression is not understood, it just heaps anti-Semitic feelings on anyone who hears it,'' Chavez says.","""But if I know one thing, it is that petroleum curses anyone who touches it,"" Guaman said.",NYT_ENG_20040220.0034_17_0,NYT_ENG_20090514.0142_31_0,Many people believe something to be anti-Semitic if they don't understand the expression.,"If the expression is understood, anyone who hears thinks it is anti-semitic.",These feelings cause people to react with violence towards the one who stated the expression.,{},,
3BFF0DJK8YERJSL63PPJL1M4AVOTSZ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,3HVVDCPGTFUR1YV9SXM9R76QNDMYTJ,A1SX8IVV82M0LW,Approved,Fri Apr 17 14:00:45 PDT 2020,Fri Apr 17 14:18:28 PDT 2020,Sat Apr 18 14:18:28 PDT 2020,Sat Apr 18 14:18:44 PDT 2020,,,1063,100% (1369/1369),100% (130/130),100% (130/130),"Last week, President Bush met with Pakistani President Asif Ali Zardari at the United Nations.","Under President Sukarno, Indonesia quits the United Nations.",LTW_ENG_20081001.0041_4_1,CNA_ENG_19990102.0002_14_1,Bush met with the Pakistani President.,Bush will meet with the Pakistani President next week.,Bush planned the meeting with the Pakistani President for months.,{},,
3BFNCI9LYLS01D3K07LH8XMATIZ376,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:22 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:22 PDT 2020,,,3JC6VJ2SACLOKEMGBVQVL5I54JH5A9,A1SX8IVV82M0LW,Approved,Fri Apr 17 21:26:23 PDT 2020,Fri Apr 17 22:21:14 PDT 2020,Sat Apr 18 22:21:14 PDT 2020,Sat Apr 18 22:21:44 PDT 2020,,,3291,100% (1369/1369),100% (130/130),100% (130/130),"Suddenly Goldberg's already-savvy ideas seem like bankable wisdom to her growing, male clientele because they believe ``Cutty'' came up with them.","Goldberg's already-savvy ideas seem like bankable wisdom to her growing, male clientele because they believe ``Cutty'' came up with them.",LTW_ENG_19970417.0040_1_1,LTW_ENG_19961024.0040_3_2,Goldberg's ideas are now considered wisdom.,Goldberg's ideas are nonsense.,Goldberg's ideas were initially ostracized.,{},,
3BJKPTD2QDEFIDLTO0PEVRH8OT5TRB,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:32 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:32 PDT 2020,,,39L1G8WVWRTPCBMC1T99V7RIMRD13G,A171S8E9IFSHH2,Approved,Fri Apr 17 08:59:46 PDT 2020,Fri Apr 17 10:00:15 PDT 2020,Sat Apr 18 10:00:15 PDT 2020,Sat Apr 18 10:00:44 PDT 2020,,,3629,100% (22/22),100% (22/22),100% (21/21),"Since the start of the campaign, Bush has spent almost $20 million while Forbes is close behind at almost $19 million.","Forbes apparently won only one delegate, after spending at least $2 million on the primary.",APW_ENG_19991025.0149_22_0,NYT_ENG_19960307.0842_2_0,Spending since the campaign has started is up to $20 million from Bush and Forbes with $19 million.,Neither Bush nor Forbes have spent any money since the start of the campaign.,"Since the middle of the campaign, Forbes has spent $19 million while Bush is around $20 million.",{},,
3BKZLF99001BNY5NLRNDYIZI79LQYW,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:22 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:22 PDT 2020,,,3FIJLY1B6V6N9FL76QL1XCYDSZCFPZ,A1EXO9HRNQYHWC,Approved,Fri Apr 17 14:00:29 PDT 2020,Fri Apr 17 15:03:34 PDT 2020,Sat Apr 18 15:03:34 PDT 2020,Sat Apr 18 15:03:44 PDT 2020,,,3785,100% (2/2),100% (2/2),100% (2/2),A fire in the ceiling near the cockpit of the MD-11 is considered the cause of the crash.,"The board found evidence of fire in the ceiling of the plane, near the cockpit.",APW_ENG_20010828.1165_2_0,CNA_ENG_20010829.0006_1_1,The cockpit had a fire near it which was the cause of the Auto crash.,There was no fire near the cockpit.,The cockpit caught fire during the process.,{},,
3BKZLF99001BNY5NLRNDYIZI79LYQ4,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,3S96KQ6I9N6O3N0IW1ZVEMWP5NSDTY,A90G0G4SJ26BM,Approved,Fri Apr 17 08:59:27 PDT 2020,Fri Apr 17 13:52:50 PDT 2020,Sat Apr 18 13:52:50 PDT 2020,Sat Apr 18 13:53:44 PDT 2020,,,17603,100% (2/2),100% (2/2),100% (2/2),"He emphasized that he was not acting unilaterally but was consulting other branches of government; he portrayed his policy in East Timor as part of his effort to bring greater democracy, legality and stability to Indonesia and he voiced confidence in the military.",He added that everything is under control and that he also pays attention to the economic development in East Timor and other Indonesian provinces.,NYT_ENG_19990912.0172_10_0,XIN_ENG_19990910.0114_3_0,He consulted with other branches of government regarding Indonesia.,He spoke to no branches of government regarding the situation in Indonesia.,He consulted with the other branches of government before portraying his policy.,{},,
3BS6ERDL949FF5RCAMM1FS8QPK46D8,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,3RANCT1ZVGJAO3HNIAYZOSURLJ8UBQ,A1SX8IVV82M0LW,Approved,Fri Apr 17 19:33:44 PDT 2020,Fri Apr 17 22:25:03 PDT 2020,Sat Apr 18 22:25:03 PDT 2020,Sat Apr 18 22:25:44 PDT 2020,,,10279,100% (1369/1369),100% (130/130),100% (130/130),"The Shuen Kuo No. 11, a deep-sea tuna fishing vessel, was intercepted by Somali gunmen on Monday and is now docked at the Indian Ocean port of Garad, some 200 kilometers (125 miles) northeast of Mogadishu, capital of Somalia, the council said.","The pirates stole cables and loads, including metal cargo, coal and petrol, while the convoys were docked in the Danube port some 200 kilometres (125 miles) upriver from Bulgaria, the company deputy director Ivan Ivanov told the newspaper.",CNA_ENG_19980116.0016_1_0,AFP_ENG_20081205.0534_1_0,Somali gunmen intercepted a deep-sea tuna fishing vessel.,The gunmen blew up the Shuen Kuo No. 11.,The fishing vessel has been completely controlled by the gunmen.,{},,
